Date,SalesPerson,Region,Category,Product,Quantity,UnitPrice,Sales
2025-02-28,Brian,North,Office Supplies,Pen Pack,7,12,84
2025-09-28,Grace,North,Furniture,Bookshelf,9,180,1620
2025-05-03,Grace,South,Office Supplies,Notebook,10,8,80
2025-08-28,Carlos,West,Furniture,Bookshelf,9,180,1620
2025-11-26,Grace,West,Office Supplies,Pen Pack,4,12,48
2025-10-02,Grace,West,Office Supplies,Calculator,8,40,320
2025-12-11,Carlos,East,Electronics,Laptop,4,1200,4800
2025-08-19,Carlos,South,Electronics,Mouse,2,35,70
2025-07-27,Frank,West,Electronics,Monitor,8,300,2400
2025-03-02,Grace,East,Electronics,Keyboard,10,50,500
2025-07-17,Carlos,North,Office Supplies,Calculator,4,40,160
2025-08-28,Carlos,West,Electronics,Monitor,2,300,600
2025-11-07,Emily,West,Electronics,Keyboard,4,50,200
2025-02-17,Frank,North,Electronics,Printer,6,250,1500
2025-05-07,Henry,West,Office Supplies,Pen Pack,10,12,120
2025-07-05,Grace,West,Electronics,Laptop,10,1200,12000
2025-02-25,Alice,North,Office Supplies,Notebook,9,8,72
2025-03-19,Grace,North,Office Supplies,Pen Pack,5,12,60
2025-04-08,Emily,West,Electronics,Keyboard,7,50,350
2025-10-23,Emily,South,Office Supplies,Calculator,3,40,120
2025-06-29,Henry,East,Furniture,Bookshelf,2,180,360
2025-01-15,Henry,East,Office Supplies,Paper,9,15,135
2025-12-21,Grace,East,Electronics,Printer,1,250,250
2025-02-27,Carlos,West,Electronics,Laptop,10,1200,12000
2025-06-22,Brian,East,Electronics,Laptop,6,1200,7200
2025-03-08,Frank,East,Office Supplies,Paper,5,15,75
2025-05-16,Emily,South,Furniture,Desk,4,450,1800
2025-02-01,Alice,East,Electronics,Monitor,5,300,1500
2025-10-13,Brian,South,Furniture,Office Chair,4,220,880
2025-12-27,Brian,East,Electronics,Mouse,2,35,70
2025-09-06,Carlos,East,Electronics,Laptop,2,1200,2400
2025-11-22,Frank,South,Electronics,Mouse,9,35,315
2025-02-09,Henry,South,Office Supplies,Paper,3,15,45
2025-04-23,Brian,West,Electronics,Mouse,3,35,105
2025-11-06,Frank,North,Electronics,Keyboard,6,50,300
2025-07-25,Henry,West,Electronics,Laptop,9,1200,10800
2025-06-23,Alice,North,Electronics,Printer,2,250,500
2025-06-17,Alice,South,Furniture,Office Chair,9,220,1980
2025-05-28,Emily,West,Furniture,Office Chair,4,220,880
2025-10-14,Carlos,North,Electronics,Laptop,9,1200,10800
2025-05-30,Emily,North,Furniture,Office Chair,2,220,440
2025-04-17,Frank,East,Electronics,Mouse,1,35,35
2025-08-26,Diana,South,Office Supplies,Paper,9,15,135
2025-05-14,Alice,West,Electronics,Keyboard,3,50,150
2025-12-18,Emily,South,Furniture,Office Chair,8,220,1760
2025-01-29,Emily,West,Electronics,Monitor,6,300,1800
2025-06-08,Emily,East,Office Supplies,Notebook,3,8,24
2025-07-18,Frank,West,Furniture,Office Chair,10,220,2200
2025-01-30,Alice,East,Office Supplies,Paper,10,15,150
2025-10-13,Diana,East,Office Supplies,Paper,2,15,30
2025-11-05,Henry,East,Electronics,Mouse,10,35,350
2025-04-22,Diana,West,Office Supplies,Pen Pack,5,12,60
2025-01-02,Grace,West,Office Supplies,Notebook,8,8,64
2025-04-11,Frank,North,Electronics,Monitor,4,300,1200
2025-10-06,Frank,East,Furniture,Bookshelf,2,180,360
2025-04-26,Henry,East,Electronics,Keyboard,9,50,450
2025-06-23,Brian,East,Office Supplies,Pen Pack,7,12,84
2025-03-16,Henry,South,Electronics,Laptop,3,1200,3600
2025-10-18,Grace,West,Electronics,Laptop,5,1200,6000
2025-01-19,Frank,West,Electronics,Mouse,6,35,210
2025-04-20,Carlos,South,Office Supplies,Calculator,8,40,320
2025-08-21,Grace,East,Furniture,Bookshelf,1,180,180
2025-03-26,Henry,East,Office Supplies,Notebook,4,8,32
2025-12-11,Carlos,North,Furniture,Desk,3,450,1350
2025-05-04,Emily,East,Furniture,Bookshelf,2,180,360
2025-03-02,Brian,South,Furniture,Desk,9,450,4050
2025-10-24,Henry,North,Furniture,Office Chair,8,220,1760
2025-08-05,Carlos,South,Furniture,Desk,6,450,2700
2025-05-22,Carlos,North,Office Supplies,Calculator,8,40,320
2025-08-02,Grace,North,Electronics,Laptop,3,1200,3600
2025-09-12,Carlos,East,Office Supplies,Calculator,4,40,160
2025-06-16,Henry,East,Office Supplies,Notebook,3,8,24
2025-06-29,Diana,East,Office Supplies,Notebook,9,8,72
2025-06-14,Emily,North,Office Supplies,Paper,2,15,30
2025-06-10,Emily,West,Furniture,Desk,9,450,4050
2025-06-12,Alice,East,Electronics,Keyboard,2,50,100
2025-05-06,Carlos,South,Office Supplies,Calculator,4,40,160
2025-03-23,Frank,West,Furniture,Desk,7,450,3150
2025-12-08,Diana,South,Furniture,Desk,10,450,4500
2025-05-27,Diana,South,Electronics,Keyboard,10,50,500
2025-09-05,Carlos,North,Electronics,Laptop,8,1200,9600
2025-04-28,Emily,West,Office Supplies,Calculator,5,40,200
2025-06-18,Henry,North,Electronics,Mouse,6,35,210
2025-06-05,Diana,East,Furniture,Bookshelf,9,180,1620
2025-11-16,Alice,West,Electronics,Laptop,2,1200,2400
2025-10-23,Frank,South,Office Supplies,Calculator,1,40,40
2025-03-01,Brian,North,Furniture,Office Chair,7,220,1540
2025-11-30,Emily,North,Office Supplies,Paper,7,15,105
2025-02-26,Emily,North,Electronics,Printer,9,250,2250
2025-01-30,Diana,North,Furniture,Desk,2,450,900
2025-04-14,Brian,South,Furniture,Bookshelf,2,180,360
2025-08-08,Henry,North,Electronics,Printer,6,250,1500
2025-08-01,Diana,West,Electronics,Printer,1,250,250
2025-01-12,Emily,North,Electronics,Mouse,3,35,105
2025-04-19,Brian,West,Office Supplies,Calculator,2,40,80
2025-03-28,Carlos,South,Furniture,Desk,10,450,4500
2025-04-07,Diana,West,Office Supplies,Calculator,7,40,280
2025-09-03,Brian,South,Electronics,Keyboard,9,50,450
2025-12-01,Brian,West,Electronics,Printer,7,250,1750
2025-10-04,Emily,South,Electronics,Laptop,6,1200,7200
2025-05-08,Alice,East,Furniture,Office Chair,7,220,1540
2025-04-13,Emily,West,Office Supplies,Paper,4,15,60
2025-11-20,Henry,East,Electronics,Mouse,1,35,35
2025-01-26,Carlos,South,Furniture,Bookshelf,3,180,540
2025-03-18,Grace,South,Electronics,Laptop,3,1200,3600
2025-12-25,Grace,South,Electronics,Monitor,8,300,2400
2025-05-08,Emily,North,Electronics,Laptop,2,1200,2400
2025-01-02,Grace,South,Electronics,Keyboard,9,50,450
2025-12-24,Diana,East,Office Supplies,Calculator,6,40,240
2025-05-17,Henry,East,Electronics,Mouse,1,35,35
2025-06-11,Frank,South,Office Supplies,Notebook,9,8,72
2025-01-26,Brian,West,Electronics,Printer,5,250,1250
2025-12-13,Alice,East,Electronics,Keyboard,9,50,450
2025-04-21,Carlos,North,Electronics,Monitor,6,300,1800
2025-10-19,Diana,South,Electronics,Printer,4,250,1000
2025-12-28,Frank,East,Electronics,Mouse,5,35,175
2025-08-29,Frank,West,Electronics,Mouse,8,35,280
2025-01-03,Alice,East,Furniture,Bookshelf,1,180,180
2025-09-16,Alice,West,Office Supplies,Paper,10,15,150
2025-12-30,Henry,West,Electronics,Printer,7,250,1750
2025-04-21,Alice,West,Office Supplies,Paper,7,15,105
2025-08-27,Brian,South,Furniture,Bookshelf,6,180,1080
2025-08-25,Alice,North,Electronics,Printer,2,250,500
2025-02-25,Henry,South,Electronics,Printer,1,250,250
2025-12-14,Frank,North,Electronics,Keyboard,8,50,400
2025-12-22,Emily,North,Office Supplies,Pen Pack,9,12,108
2025-04-21,Henry,South,Electronics,Keyboard,8,50,400
2025-12-05,Brian,South,Electronics,Mouse,7,35,245
2025-01-03,Emily,West,Office Supplies,Notebook,3,8,24
2025-03-25,Carlos,North,Furniture,Desk,1,450,450
2025-12-29,Emily,South,Office Supplies,Notebook,5,8,40
2025-12-21,Frank,South,Electronics,Keyboard,3,50,150
2025-02-05,Grace,West,Office Supplies,Paper,1,15,15
2025-10-20,Alice,East,Office Supplies,Paper,6,15,90
2025-07-27,Carlos,North,Electronics,Printer,1,250,250
2025-05-25,Emily,East,Electronics,Laptop,8,1200,9600
2025-03-08,Diana,East,Electronics,Laptop,2,1200,2400
2025-08-11,Emily,West,Furniture,Office Chair,7,220,1540
2025-08-21,Diana,North,Office Supplies,Calculator,10,40,400
2025-04-22,Henry,North,Furniture,Office Chair,4,220,880
2025-06-14,Henry,East,Office Supplies,Pen Pack,8,12,96
2025-09-08,Frank,West,Furniture,Office Chair,3,220,660
2025-10-17,Frank,West,Electronics,Printer,1,250,250
2025-11-19,Grace,South,Office Supplies,Pen Pack,3,12,36
2025-09-03,Frank,North,Furniture,Desk,5,450,2250
2025-09-04,Grace,South,Office Supplies,Pen Pack,4,12,48
2025-01-04,Henry,North,Furniture,Office Chair,6,220,1320
2025-02-22,Frank,North,Furniture,Desk,10,450,4500
2025-01-22,Carlos,North,Office Supplies,Notebook,3,8,24
2025-12-07,Grace,South,Electronics,Printer,5,250,1250
2025-01-30,Emily,South,Electronics,Monitor,9,300,2700
2025-12-30,Grace,South,Electronics,Mouse,3,35,105
2025-08-14,Alice,East,Office Supplies,Paper,6,15,90
2025-07-18,Diana,West,Electronics,Mouse,6,35,210
2025-12-10,Alice,West,Electronics,Monitor,8,300,2400
2025-11-28,Frank,North,Office Supplies,Paper,5,15,75
2025-12-05,Frank,South,Office Supplies,Calculator,9,40,360
2025-06-08,Diana,South,Electronics,Keyboard,3,50,150
2025-06-12,Henry,South,Furniture,Bookshelf,6,180,1080
2025-06-11,Diana,West,Electronics,Monitor,5,300,1500
2025-10-03,Carlos,East,Electronics,Laptop,1,1200,1200
2025-06-04,Frank,North,Electronics,Mouse,9,35,315
2025-08-29,Frank,North,Furniture,Desk,9,450,4050
2025-01-11,Carlos,North,Furniture,Bookshelf,2,180,360
2025-03-10,Grace,South,Furniture,Desk,6,450,2700
2025-04-20,Alice,West,Electronics,Printer,7,250,1750
2025-03-04,Henry,West,Furniture,Desk,2,450,900
2025-12-11,Alice,South,Office Supplies,Calculator,7,40,280
2025-01-16,Henry,North,Office Supplies,Pen Pack,10,12,120
2025-06-17,Brian,West,Office Supplies,Paper,10,15,150
2025-07-04,Brian,West,Furniture,Desk,4,450,1800
2025-12-13,Grace,West,Electronics,Keyboard,4,50,200
2025-08-11,Henry,East,Furniture,Desk,4,450,1800
2025-07-27,Diana,North,Electronics,Keyboard,4,50,200
2025-04-23,Diana,South,Furniture,Desk,4,450,1800
2025-12-17,Grace,South,Electronics,Printer,5,250,1250
2025-12-02,Grace,West,Electronics,Printer,2,250,500
2025-06-07,Frank,North,Office Supplies,Notebook,1,8,8
2025-10-21,Carlos,West,Office Supplies,Calculator,3,40,120
2025-03-08,Henry,West,Electronics,Keyboard,7,50,350
2025-09-23,Henry,North,Electronics,Keyboard,6,50,300
2025-05-14,Diana,East,Electronics,Laptop,6,1200,7200
2025-03-13,Diana,South,Furniture,Desk,10,450,4500
2025-07-14,Carlos,North,Electronics,Mouse,7,35,245
2025-07-01,Emily,South,Electronics,Keyboard,1,50,50
2025-08-06,Alice,South,Electronics,Printer,7,250,1750
2025-04-18,Henry,East,Office Supplies,Pen Pack,2,12,24
2025-01-21,Emily,West,Furniture,Bookshelf,2,180,360
2025-12-29,Grace,West,Electronics,Printer,8,250,2000
2025-01-15,Emily,West,Office Supplies,Paper,9,15,135
2025-10-05,Frank,West,Furniture,Office Chair,10,220,2200
2025-01-18,Frank,North,Electronics,Printer,10,250,2500
2025-08-16,Henry,North,Electronics,Printer,7,250,1750
2025-02-01,Grace,South,Furniture,Office Chair,10,220,2200
2025-08-16,Diana,West,Office Supplies,Pen Pack,7,12,84
2025-07-13,Henry,East,Furniture,Office Chair,6,220,1320
2025-07-07,Frank,South,Office Supplies,Calculator,10,40,400
2025-08-22,Grace,West,Furniture,Office Chair,4,220,880
2025-05-07,Brian,North,Electronics,Mouse,2,35,70
2025-08-15,Carlos,East,Electronics,Monitor,2,300,600
2025-11-09,Carlos,North,Furniture,Bookshelf,6,180,1080
2025-02-11,Diana,South,Electronics,Keyboard,1,50,50
2025-07-02,Frank,North,Furniture,Office Chair,9,220,1980
2025-03-13,Grace,North,Electronics,Printer,5,250,1250
2025-09-16,Frank,East,Furniture,Desk,4,450,1800
2025-12-25,Carlos,North,Electronics,Printer,7,250,1750
2025-08-06,Alice,North,Electronics,Printer,1,250,250
2025-06-06,Brian,South,Electronics,Mouse,7,35,245
2025-07-07,Diana,North,Electronics,Mouse,4,35,140
2025-04-17,Grace,East,Office Supplies,Pen Pack,8,12,96
2025-10-17,Brian,West,Furniture,Desk,6,450,2700
2025-09-27,Diana,West,Electronics,Mouse,1,35,35
2025-01-04,Carlos,North,Electronics,Printer,1,250,250
2025-04-13,Emily,South,Office Supplies,Paper,1,15,15
2025-11-16,Diana,West,Office Supplies,Calculator,7,40,280
2025-09-15,Diana,West,Furniture,Bookshelf,10,180,1800
2025-02-18,Emily,West,Office Supplies,Paper,1,15,15
2025-10-24,Henry,West,Electronics,Laptop,5,1200,6000
2025-01-11,Grace,North,Office Supplies,Paper,9,15,135
2025-02-25,Grace,South,Office Supplies,Paper,3,15,45
2025-01-17,Henry,East,Furniture,Bookshelf,10,180,1800
2025-03-14,Carlos,West,Office Supplies,Paper,4,15,60
2025-01-08,Brian,North,Electronics,Mouse,2,35,70
2025-11-03,Emily,South,Office Supplies,Paper,8,15,120
2025-12-17,Henry,North,Electronics,Laptop,4,1200,4800
2025-07-10,Diana,South,Office Supplies,Paper,1,15,15
2025-03-18,Emily,West,Office Supplies,Calculator,8,40,320
2025-01-22,Diana,West,Office Supplies,Calculator,7,40,280
2025-05-27,Henry,South,Furniture,Bookshelf,9,180,1620
2025-03-27,Frank,South,Office Supplies,Pen Pack,1,12,12
2025-07-18,Henry,West,Electronics,Keyboard,7,50,350
2025-02-13,Brian,South,Electronics,Keyboard,10,50,500
2025-05-29,Diana,West,Electronics,Keyboard,3,50,150
2025-09-04,Emily,North,Electronics,Monitor,4,300,1200
2025-06-01,Emily,North,Office Supplies,Calculator,6,40,240
2025-05-01,Brian,West,Electronics,Mouse,10,35,350
2025-11-30,Emily,North,Electronics,Monitor,2,300,600
2025-05-04,Henry,West,Electronics,Laptop,1,1200,1200
2025-06-17,Alice,South,Electronics,Mouse,10,35,350
2025-07-13,Frank,East,Electronics,Mouse,3,35,105
2025-03-14,Alice,North,Office Supplies,Paper,6,15,90
2025-01-15,Brian,West,Electronics,Mouse,3,35,105
2025-10-12,Carlos,East,Office Supplies,Pen Pack,7,12,84
2025-09-10,Frank,North,Electronics,Keyboard,1,50,50
2025-05-17,Diana,East,Office Supplies,Notebook,1,8,8
2025-05-12,Emily,East,Electronics,Monitor,9,300,2700
2025-02-03,Henry,East,Office Supplies,Notebook,2,8,16
2025-08-31,Grace,West,Electronics,Monitor,6,300,1800
2025-06-28,Grace,North,Office Supplies,Paper,6,15,90
2025-02-05,Henry,North,Electronics,Printer,2,250,500
2025-06-03,Henry,East,Office Supplies,Calculator,6,40,240
2025-09-21,Henry,East,Furniture,Desk,4,450,1800
2025-10-28,Henry,West,Electronics,Keyboard,7,50,350
2025-01-07,Alice,South,Furniture,Desk,1,450,450
2025-03-10,Alice,South,Office Supplies,Notebook,10,8,80
2025-08-19,Emily,West,Electronics,Monitor,4,300,1200
2025-05-28,Frank,South,Office Supplies,Notebook,3,8,24
2025-04-20,Frank,West,Office Supplies,Pen Pack,10,12,120
2025-06-17,Brian,South,Electronics,Keyboard,10,50,500
2025-10-03,Emily,West,Electronics,Laptop,5,1200,6000
2025-08-04,Grace,East,Furniture,Office Chair,6,220,1320
2025-02-24,Diana,West,Electronics,Monitor,2,300,600
2025-08-13,Frank,South,Electronics,Monitor,9,300,2700
2025-09-16,Grace,East,Office Supplies,Notebook,3,8,24
2025-02-05,Henry,East,Office Supplies,Paper,2,15,30
2025-09-12,Brian,West,Electronics,Printer,10,250,2500
2025-09-03,Alice,West,Electronics,Keyboard,6,50,300
2025-08-28,Frank,West,Electronics,Mouse,6,35,210
2025-03-03,Brian,West,Electronics,Monitor,9,300,2700
2025-05-28,Frank,East,Office Supplies,Pen Pack,5,12,60
2025-02-05,Frank,West,Office Supplies,Paper,4,15,60
2025-08-18,Alice,West,Electronics,Printer,9,250,2250
2025-10-15,Brian,South,Electronics,Keyboard,7,50,350
2025-11-27,Carlos,East,Furniture,Bookshelf,2,180,360
2025-03-17,Emily,West,Electronics,Keyboard,10,50,500
2025-09-20,Diana,South,Office Supplies,Calculator,3,40,120
2025-07-11,Diana,West,Office Supplies,Calculator,6,40,240
2025-02-14,Grace,South,Furniture,Bookshelf,5,180,900
2025-08-28,Carlos,West,Office Supplies,Paper,10,15,150
2025-01-10,Brian,East,Electronics,Printer,4,250,1000
2025-07-24,Brian,West,Office Supplies,Notebook,4,8,32
2025-06-22,Alice,West,Electronics,Keyboard,3,50,150
2025-04-19,Diana,South,Electronics,Mouse,5,35,175
2025-07-26,Grace,South,Office Supplies,Pen Pack,1,12,12
2025-06-10,Alice,East,Office Supplies,Notebook,2,8,16
2025-08-15,Frank,West,Electronics,Laptop,3,1200,3600
2025-07-30,Henry,East,Furniture,Office Chair,6,220,1320
2025-02-10,Emily,South,Furniture,Desk,2,450,900
2025-06-29,Emily,East,Electronics,Monitor,7,300,2100
2025-09-13,Henry,North,Electronics,Monitor,8,300,2400
2025-04-26,Emily,North,Electronics,Laptop,1,1200,1200
2025-11-29,Henry,West,Electronics,Mouse,10,35,350
2025-01-07,Emily,South,Office Supplies,Paper,5,15,75
2025-06-28,Henry,North,Office Supplies,Notebook,1,8,8
2025-05-19,Emily,South,Office Supplies,Paper,4,15,60
2025-01-20,Frank,South,Electronics,Keyboard,9,50,450
2025-10-17,Emily,South,Office Supplies,Notebook,1,8,8
2025-12-08,Carlos,West,Electronics,Laptop,8,1200,9600
2025-07-22,Emily,North,Office Supplies,Paper,8,15,120
2025-05-17,Henry,North,Furniture,Desk,3,450,1350
2025-11-25,Alice,East,Electronics,Printer,10,250,2500
2025-11-28,Frank,North,Electronics,Printer,1,250,250
2025-08-31,Brian,South,Electronics,Printer,5,250,1250
2025-07-14,Emily,South,Office Supplies,Calculator,6,40,240
2025-08-13,Henry,North,Electronics,Keyboard,2,50,100
2025-06-26,Alice,North,Office Supplies,Notebook,6,8,48
2025-11-15,Frank,East,Furniture,Desk,7,450,3150
2025-03-15,Brian,West,Furniture,Bookshelf,8,180,1440
2025-01-31,Emily,North,Electronics,Mouse,9,35,315
2025-08-27,Carlos,South,Office Supplies,Pen Pack,3,12,36
2025-10-04,Alice,North,Office Supplies,Paper,7,15,105
2025-02-05,Carlos,East,Furniture,Desk,8,450,3600
2025-11-24,Frank,South,Furniture,Desk,9,450,4050
2025-11-19,Grace,West,Electronics,Laptop,5,1200,6000
2025-11-11,Diana,West,Furniture,Office Chair,4,220,880
2025-12-27,Emily,North,Electronics,Laptop,10,1200,12000
2025-03-18,Alice,South,Furniture,Office Chair,8,220,1760
2025-07-23,Frank,North,Electronics,Monitor,9,300,2700
2025-08-23,Brian,East,Electronics,Mouse,6,35,210
2025-12-30,Grace,East,Furniture,Bookshelf,3,180,540
2025-07-23,Emily,East,Furniture,Bookshelf,6,180,1080
2025-11-06,Grace,North,Office Supplies,Pen Pack,5,12,60
2025-10-21,Alice,South,Furniture,Office Chair,3,220,660
2025-03-01,Alice,East,Office Supplies,Calculator,2,40,80
2025-05-23,Emily,West,Furniture,Desk,9,450,4050
2025-03-05,Brian,West,Electronics,Mouse,6,35,210
2025-05-05,Alice,North,Furniture,Bookshelf,10,180,1800
2025-12-21,Henry,West,Furniture,Bookshelf,9,180,1620
2025-11-03,Alice,West,Office Supplies,Paper,10,15,150
2025-08-09,Alice,East,Electronics,Laptop,1,1200,1200
2025-11-04,Brian,South,Office Supplies,Pen Pack,1,12,12
2025-05-30,Alice,South,Furniture,Bookshelf,6,180,1080
2025-10-20,Diana,South,Electronics,Printer,7,250,1750
2025-03-29,Frank,West,Electronics,Monitor,2,300,600
2025-12-03,Henry,East,Office Supplies,Calculator,9,40,360
2025-02-28,Brian,East,Electronics,Keyboard,4,50,200
2025-01-27,Brian,East,Furniture,Office Chair,4,220,880
2025-07-06,Carlos,East,Furniture,Desk,8,450,3600
2025-06-27,Alice,West,Office Supplies,Calculator,7,40,280
2025-09-09,Carlos,East,Furniture,Desk,7,450,3150
2025-04-22,Frank,West,Furniture,Bookshelf,10,180,1800
2025-07-06,Emily,East,Office Supplies,Paper,8,15,120
2025-07-07,Diana,North,Office Supplies,Calculator,3,40,120
2025-12-17,Henry,North,Electronics,Printer,10,250,2500
2025-08-03,Grace,East,Electronics,Laptop,2,1200,2400
2025-10-01,Carlos,West,Office Supplies,Pen Pack,10,12,120
2025-01-20,Grace,West,Electronics,Printer,10,250,2500
2025-04-12,Alice,West,Electronics,Mouse,2,35,70
2025-07-15,Grace,North,Electronics,Laptop,9,1200,10800
2025-10-18,Henry,West,Electronics,Printer,8,250,2000
2025-07-12,Emily,West,Furniture,Office Chair,6,220,1320
2025-01-22,Frank,North,Office Supplies,Notebook,5,8,40
2025-08-18,Grace,North,Furniture,Office Chair,8,220,1760
2025-02-20,Grace,West,Office Supplies,Notebook,2,8,16
2025-01-18,Alice,East,Furniture,Bookshelf,8,180,1440
2025-08-02,Emily,East,Electronics,Monitor,3,300,900
2025-12-29,Emily,West,Furniture,Office Chair,7,220,1540
2025-02-14,Alice,East,Electronics,Printer,8,250,2000
2025-10-28,Frank,North,Electronics,Laptop,10,1200,12000
2025-03-02,Diana,East,Furniture,Bookshelf,4,180,720
2025-10-26,Henry,West,Furniture,Desk,6,450,2700
2025-03-09,Diana,South,Electronics,Mouse,7,35,245
2025-01-08,Grace,West,Office Supplies,Pen Pack,2,12,24
2025-01-31,Emily,South,Office Supplies,Notebook,5,8,40
2025-02-02,Diana,West,Furniture,Desk,8,450,3600
2025-08-07,Henry,South,Furniture,Bookshelf,5,180,900
2025-01-11,Alice,East,Electronics,Monitor,6,300,1800
2025-10-10,Frank,West,Office Supplies,Pen Pack,7,12,84
2025-12-02,Emily,South,Furniture,Desk,8,450,3600
2025-08-24,Alice,East,Electronics,Laptop,8,1200,9600
2025-11-24,Brian,East,Electronics,Printer,8,250,2000
2025-09-16,Carlos,East,Electronics,Monitor,8,300,2400
2025-07-06,Alice,East,Electronics,Printer,10,250,2500
2025-05-13,Carlos,South,Furniture,Desk,3,450,1350
2025-01-15,Henry,East,Furniture,Desk,3,450,1350
2025-08-07,Emily,South,Furniture,Bookshelf,2,180,360
2025-04-25,Henry,South,Electronics,Monitor,1,300,300
2025-04-20,Alice,South,Furniture,Office Chair,2,220,440
2025-08-16,Alice,East,Electronics,Laptop,10,1200,12000
2025-10-30,Frank,East,Electronics,Laptop,4,1200,4800
2025-06-07,Alice,North,Office Supplies,Notebook,9,8,72
2025-01-02,Frank,West,Furniture,Bookshelf,10,180,1800
2025-03-13,Diana,East,Furniture,Desk,6,450,2700
2025-12-30,Alice,West,Electronics,Laptop,10,1200,12000
2025-03-17,Henry,South,Electronics,Printer,7,250,1750
2025-04-30,Henry,East,Electronics,Mouse,3,35,105
2025-06-18,Alice,East,Furniture,Bookshelf,3,180,540
2025-05-24,Carlos,South,Office Supplies,Paper,7,15,105
2025-07-25,Brian,South,Electronics,Monitor,2,300,600
2025-12-07,Frank,East,Electronics,Keyboard,10,50,500
2025-05-01,Brian,East,Office Supplies,Notebook,4,8,32
2025-02-17,Alice,South,Office Supplies,Calculator,3,40,120
2025-05-02,Brian,North,Electronics,Mouse,4,35,140
2025-01-18,Emily,South,Office Supplies,Pen Pack,6,12,72
2025-11-05,Brian,North,Office Supplies,Pen Pack,8,12,96
2025-08-22,Brian,North,Office Supplies,Pen Pack,8,12,96
2025-10-17,Diana,South,Electronics,Monitor,2,300,600
2025-08-09,Grace,West,Office Supplies,Calculator,5,40,200
2025-11-23,Alice,North,Office Supplies,Pen Pack,4,12,48
2025-11-20,Brian,East,Office Supplies,Pen Pack,10,12,120
2025-08-24,Diana,South,Office Supplies,Calculator,4,40,160
2025-11-10,Diana,West,Furniture,Bookshelf,1,180,180
2025-03-08,Diana,West,Electronics,Mouse,10,35,350
2025-05-23,Grace,West,Electronics,Keyboard,3,50,150
2025-01-27,Emily,North,Electronics,Printer,4,250,1000
2025-12-29,Frank,North,Electronics,Monitor,10,300,3000
2025-04-24,Henry,South,Electronics,Mouse,8,35,280
2025-04-02,Alice,South,Furniture,Bookshelf,6,180,1080
2025-04-19,Diana,West,Electronics,Mouse,9,35,315
2025-05-01,Henry,West,Office Supplies,Calculator,4,40,160
2025-07-23,Emily,East,Office Supplies,Pen Pack,2,12,24
2025-08-10,Emily,West,Furniture,Office Chair,2,220,440
2025-04-25,Frank,East,Furniture,Office Chair,3,220,660
2025-04-05,Diana,South,Office Supplies,Pen Pack,3,12,36
2025-02-14,Alice,North,Electronics,Keyboard,8,50,400
2025-03-01,Brian,East,Electronics,Mouse,3,35,105
2025-03-15,Diana,North,Electronics,Printer,2,250,500
2025-10-04,Diana,West,Office Supplies,Calculator,3,40,120
2025-10-01,Henry,West,Furniture,Desk,7,450,3150
2025-10-12,Emily,North,Furniture,Bookshelf,3,180,540
2025-06-05,Brian,North,Electronics,Printer,2,250,500
2025-08-02,Brian,West,Office Supplies,Pen Pack,4,12,48
2025-10-25,Brian,West,Electronics,Mouse,2,35,70
2025-01-16,Frank,East,Electronics,Printer,2,250,500
2025-12-27,Brian,West,Furniture,Office Chair,5,220,1100
2025-01-09,Brian,South,Office Supplies,Notebook,1,8,8
2025-05-05,Diana,South,Electronics,Laptop,10,1200,12000
2025-06-22,Emily,South,Electronics,Laptop,10,1200,12000
2025-03-06,Carlos,North,Electronics,Mouse,3,35,105
2025-06-30,Emily,South,Electronics,Monitor,5,300,1500
2025-09-04,Diana,South,Furniture,Desk,5,450,2250
2025-12-20,Henry,West,Furniture,Bookshelf,8,180,1440
2025-08-04,Henry,North,Electronics,Printer,5,250,1250
2025-02-28,Frank,West,Electronics,Keyboard,4,50,200
2025-02-18,Diana,North,Furniture,Bookshelf,4,180,720
2025-09-20,Brian,North,Office Supplies,Paper,2,15,30
2025-06-26,Diana,West,Furniture,Office Chair,3,220,660
2025-11-20,Carlos,East,Electronics,Mouse,5,35,175
2025-07-23,Brian,South,Furniture,Bookshelf,6,180,1080
2025-09-06,Brian,East,Furniture,Office Chair,1,220,220
2025-10-23,Diana,East,Office Supplies,Notebook,10,8,80
2025-11-26,Alice,East,Office Supplies,Paper,1,15,15
2025-07-10,Henry,East,Electronics,Keyboard,7,50,350
2025-07-28,Henry,East,Furniture,Office Chair,6,220,1320
2025-07-02,Frank,East,Office Supplies,Paper,8,15,120
2025-10-24,Frank,East,Office Supplies,Pen Pack,1,12,12
2025-09-27,Alice,North,Office Supplies,Calculator,1,40,40
2025-08-29,Grace,East,Furniture,Office Chair,3,220,660
2025-10-07,Alice,South,Office Supplies,Paper,9,15,135
2025-09-06,Frank,North,Office Supplies,Pen Pack,5,12,60
2025-04-07,Henry,East,Furniture,Desk,6,450,2700
2025-10-22,Carlos,East,Electronics,Mouse,4,35,140
2025-09-26,Grace,East,Furniture,Bookshelf,7,180,1260
2025-01-23,Carlos,South,Electronics,Mouse,6,35,210
2025-06-10,Henry,South,Electronics,Mouse,3,35,105
2025-10-11,Brian,South,Electronics,Keyboard,3,50,150
2025-09-11,Carlos,West,Electronics,Keyboard,9,50,450
2025-03-30,Grace,East,Electronics,Monitor,7,300,2100
2025-10-10,Grace,East,Office Supplies,Pen Pack,7,12,84
